"1"	"69"	"4"	"1"	"15"	"ticket1"	"331125194603183669"	"斑布纸业职员1"	"9"	"港铁4号延长线二期"	""	""	""	""	""	""	""	""	""	""	""	""	""	"53"	"0"	""	"2019-7-29 07:58:17"	"53"	"2019-7-29 15:58:18"	"53"	"1"
"2"	"69"	"4"	"1"	"15"	"ticket99"	"331125194603183669"	"斑布纸业职员1"	"9"	"港铁4号延长线二期"	""	"149"	""	"100.00"	"152"	"没有"	"问问"	"65321423415"	"157"	"120000"	"120000"	"千瓦时"	""	""	"0"	"2019-7-29 16:51:54"	"2019-7-29 08:53:17"	"52"	"2019-7-29 15:58:21"	"53"	"1"
"3"	"69"	"4"	"1"	"15"	"ticket1"	"331125194603183669"	"斑布纸业职员1"	"9"	"港铁4号延长线二期"	""	""	""	""	""	""	""	""	""	""	""	""	""	"53"	"0"	""	"2019-7-29 08:02:27"	"53"	"2019-7-29 16:02:28"	"53"	"1"
"4"	"69"	"4"	"1"	"15"	"ticket1"	"331125194603183669"	"斑布纸业职员1"	"9"	"港铁4号延长线二期"	""	""	""	""	""	""	""	""	""	""	""	""	""	"53"	"0"	""	"2019-7-29 08:02:36"	"53"	"2019-7-29 16:02:36"	"53"	"1"
"5"	"69"	"4"	"1"	"15"	"ticket1"	"331125194603183669"	"斑布纸业职员1"	"9"	"港铁4号延长线二期"	""	""	""	""	""	""	""	""	""	""	""	""	""	"53"	"0"	""	"2019-7-29 08:03:06"	"53"	"2019-7-29 16:03:06"	"53"	"1"
"6"	"69"	"4"	"2"	"15"	"ticket1"	"331125194603183669"	"斑布纸业职员1"	"10"	"深圳地铁6号线"	""	""	""	""	""	""	""	""	""	""	""	""	""	"53"	"0"	""	"2019-7-29 08:06:10"	"53"	"2019-7-29 16:06:11"	"53"	"1"
"7"	"69"	"4"	"2"	"15"	"ticket1"	"331125194603183669"	"斑布纸业职员1"	"10"	"深圳地铁6号线"	""	""	""	""	""	""	""	""	""	""	""	""	""	"53"	"0"	""	"2019-7-29 08:06:21"	"53"	"2019-7-29 16:06:22"	"53"	"1"
"8"	"69"	"4"	"4"	"16"	"ticket1"	"510722196312081174"	"斑布纸业职员1授信2"	"12"	"授信工程项目2"	""	"151"	"SADWAS阿斯顿撒"	"400.00"	"153"	"的萨达211"	"斑布纸业职员1授信2"	"6532653211"	"157"	"120000"	"120000"	"卫道士撒多1"	""	"53"	"0"	""	"2019-7-29 08:21:31"	"53"	"2019-7-29 16:15:00"	"53"	"1"
"9"	"69"	"4"	"4"	"16"	"ticket99"	"510722196312081174"	"斑布纸业职员1授信2"	"12"	"授信工程项目2"	""	"151"	"我DSAD"	"200.00"	"153"	"SDS"	"W啊飒飒是"	"5313554511"	"157"	"110000"	"110000"	"撒旦撒旦"	""	""	"1"	"2019-7-29 16:54:06"	"2019-8-19 15:47:40"	"1"	"2019-7-29 16:24:33"	"53"	"1"
"10"	"69"	"4"	"4"	"16"	"ticket1"	"510722196312081174"	"斑布纸业职员1授信2"	"12"	"授信工程项目2"	""	""	""	""	""	""	""	""	""	""	""	""	""	"53"	"0"	""	"2019-7-29 08:35:09"	"53"	"2019-7-29 16:35:10"	"53"	"1"
"11"	"69"	"4"	"3"	"16"	"ticket1"	"510722196312081174"	"斑布纸业职员1授信2"	"11"	"授信工程项目1"	""	""	""	""	""	""	""	""	""	""	""	""	""	"53"	"0"	""	"2019-7-29 09:04:18"	"53"	"2019-7-29 17:04:18"	"53"	"1"
"12"	"66"	"9"	"5"	"17"	"ticket1"	"341226197904173963"	"金三顺"	"13"	"深圳湾科技生态园"	""	""	""	""	""	""	""	""	""	""	""	""	""	"48"	"0"	""	"2019-7-30 09:46:42"	"48"	"2019-7-30 17:46:43"	"48"	"1"
"13"	"66"	"9"	"5"	"17"	"ticket1"	"341226197904173963"	"金三顺"	"13"	"深圳湾科技生态园"	""	""	""	""	""	""	""	""	""	""	""	""	""	"48"	"0"	""	"2019-7-31 01:42:55"	"48"	"2019-7-31 09:42:55"	"48"	"1"
"14"	"66"	"9"	"5"	"17"	"ticket99"	"341226197904173963"	"金三顺"	"13"	"深圳湾科技生态园"	""	"387"	""	"1000000.00"	"390"	"先息后本"	"三顺"	"022333"	"396"	"110000"	"110000"	"朝阳支行"	""	""	"1"	"2019-7-31 10:06:25"	"2019-8-9 14:42:00"	"48"	"2019-7-31 09:53:26"	"48"	"1"
"15"	"66"	"9"	"5"	"17"	"ticket1"	"341226197904173963"	"金三顺"	"13"	"深圳湾科技生态园"	""	""	""	""	""	""	""	""	""	""	""	""	""	"48"	"0"	""	"2019-7-31 02:46:56"	"48"	"2019-7-31 10:46:57"	"48"	"1"
"16"	"66"	"9"	"5"	"17"	"ticket1"	"341226197904173963"	"金三顺"	"13"	"深圳湾科技生态园"	""	""	""	""	""	""	""	""	""	""	""	""	""	"48"	"0"	""	"2019-7-31 02:47:13"	"48"	"2019-7-31 10:47:14"	"48"	"1"
"17"	"66"	"9"	"5"	"17"	"ticket98"	"341226197904173963"	"金三顺"	"13"	"深圳湾科技生态园"	""	"387"	""	"2000000.00"	"391"	"先息后本"	"二娃"	"12344"	"394"	"110000"	"110000"	"西单支行"	""	""	"0"	"2019-7-31 11:59:54"	"2019-7-31 05:58:43"	"48"	"2019-7-31 11:58:41"	"48"	"1"
